id,text,numeric_labels,sexist,predicted_label_1,correct_yx,predicted_label_2,predicted_label_3,predicted_label_4,predicted_label_5,average_pvi,average_el2n,average_vog,misclassification_number
7349,when my man is hungry I'm making him the best damn sandwich he's ever tasted,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.0321157629524953,1.085181486606598,-1.080542483324124,5
7301,"It is hard to be woman :woman: 
.
.
:victory_hand:You must think like a man. Act like a lady,  look like a young girl, and work like a horse :horse_face:.",1,True,LABEL_0,False,LABEL_1,LABEL_1,LABEL_1,LABEL_0,2.4146692458237,0.6470905184745789,-1.0247549449363114,2
12206,MENTION492 Yeah. I'm skeptical of this recent influx of female rappers.,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.802092315576855,0.9035103678703308,-1.0837845867594562,5
10100,"what's the over/under on how many dicks Erin A, Colleen D, and Rachel N had to suck to get on espn?",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-2.2089036771132258,1.3805935621261596,-1.082177370272283,5
1756,"I am going to create a restaurant called ""Sammich world"" and im only going to hire women.
#adaywithoutwomen has made me see the light!",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.676461708831448,0.9402140498161315,-1.0756559846551943,5
870,I feel all man should watch #ESPN at least once a day.,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.792184117408332,0.8977190494537354,-1.0757163292473968,5
721,MENTION2603 Is this something husbands are supposed to know? I thought that kind of gossip was a chick thing.,1,True,LABEL_1,True,LABEL_1,LABEL_0,LABEL_0,LABEL_0,2.290115940982191,0.7081662058830261,-1.0758518276772784,3
7974,some sports should be men only and boxing is one of them! #katietaylor,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.679948581411946,0.9497591018676758,-1.0826486451005883,5
4109,Most charges of ‘wife beating’ are made up by the woman to get back at her husband,1,True,LABEL_0,False,LABEL_1,LABEL_1,LABEL_1,LABEL_0,2.466983946744349,0.618053424358368,-1.0844396990433132,2
11165,"when I'm reading electronic hardware reviews and the hand in the photos has nail polish, I always do a double-take.",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-2.3120213260238964,1.3826100826263428,-1.0841279002394266,5
650,"Taking care of kids, cooking food, doing dishes and cleaning house is a tough job.
Appreciate them.
Happy #WomensDay to Shirish K.",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-0.464086589232199,1.3040589809417724,-1.067346294064945,5
5662,MENTION4017 MENTION2971 I still think women in a barbershop are weird.,1,True,LABEL_1,True,LABEL_0,LABEL_1,LABEL_1,LABEL_0,2.344654432081538,0.6865704655647278,-1.0775357891027206,2
7611,Don't danica patrick is only in nascar cuz she's hot. there has to be 5 drivers more deserving to race tomoro #agree ?,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-2.110168674663806,1.378893780708313,-1.0775659450308277,5
11655,a man’s place is in the home | Blogs | LifeSite https://t.co/2U2mXq3vTo,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.6592006363287068,0.9479782819747924,-1.0776851403505396,5
4292,"im kinda skeptical about these Kelis in the face,$50k a month on ""child"" support ass hoes yall look up 2.",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-0.3698465787032111,1.289818859100342,-1.081480828501689,5
3163,guys just should not use emoticons.,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.3990416651878543,0.9969727873802186,-1.081388207540321,5
5169,#QuestionsForMen Did you know feminists think that violence is okay so long as the victim isn't seriously injured? http://t.co/pnif868Nvy,1,True,LABEL_1,True,LABEL_0,LABEL_1,LABEL_1,LABEL_0,2.3782733317926583,0.6627266883850098,-1.081169187770164,2
6462,MENTION4449 MENTION984 MENTION2734 MENTION2494 we(USA) needs a man to act like a man! Not what we got now!,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.4576086983593934,1.00853168964386,-1.0832577807516184,5
3905,"Meanwhile, I just downloaded this girl's mixtape..and I'm not expectin much~",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.6688723487077797,0.9519771933555604,-1.0837052691357063,5
86,"mmmm Good luck MENTION3536 :grinning_face_with_smiling_eyes: let us know how you go? Still think u & MENTION395 should enter #MKR :grinning_face_with_smiling_eyes: more cooking, less bitching mmmm",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-3.6392428346621486,1.4026854038238523,-1.0829709873222135,5
3258,that is a problem if I know more about cars than a man.  #Thingsthatmakeyagohmmm.,1,True,LABEL_1,True,LABEL_0,LABEL_0,LABEL_1,LABEL_0,2.28712989848434,0.709502100944519,-1.081476528981174,3
2763,"!  ""MENTION724 kind of like the idea of adorning women in crowns and jewels. I think al women should be worshiped",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.5836457673835558,0.9795594215393066,-1.0795673852939482,5
5262,Slimer will have boobs & an eating disorder. Mark my words. MT MENTION4645 I'd rather be saved by the male Ghostbusters.,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.1541202064770313,1.0919150829315185,-1.076912060593194,5
13291,mens Netball? Men synchronized swimming? Womens boxing? Womens Rugby.....Nah i'm not avin it. sorry.,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.7783901327354457,0.9116836071014404,-1.0790993723240072,5
10695,I liked a MENTION1603 video from MENTION3405 https://t.co/HfTiFLfcqw You've got a strong grip for a girl,1,True,LABEL_0,False,LABEL_0,LABEL_1,LABEL_1,LABEL_0,1.946729173182628,0.8385999083518982,-1.080802345756846,3
5756,"""MENTION996: You have a sad, sad life ahead of you. MENTION1360 I refuse to catch female Pokemon."" Hahahaha",1,True,LABEL_1,True,LABEL_0,LABEL_0,LABEL_0,LABEL_1,2.203614281026254,0.7518662095069886,-1.0808436853498544,3
152,"“She’s so beautiful she’s so precious,” he said and I thought, “welcome to being a woman."" #everydaysexism… https://t.co/4mfF4WbZq2",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.847324082175989,0.8862029790878296,-1.0808018126095968,5
12013,.MENTION3728 I know little more than I just told you. I just thought her smiling face of hypocrisy/misandry epitomized modern feminism.,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-2.631807807728457,1.3893924713134769,-1.083703730049482,5
8503,"MENTION1660 Wah, did I just hear they're making the marvel character thor female?.. I'm not sexist, but really? #thorlorealadsherewecome",1,True,LABEL_1,True,LABEL_0,LABEL_0,LABEL_0,LABEL_0,2.186862718336489,0.7599596977233887,-1.083976438261042,4
9329,“MENTION4120: I want my wife to stay home and raise my kids in the future” :OK_hand:,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,0.7208804237086961,1.167243528366089,-1.0840869763320633,5
13088,the WNBA would be more appealing if they played in bikinis 󾓚.,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.1665210954092848,1.0619803071022034,-1.0840101572139509,5
4559,"We'll paү for a girl's meal once if we're trүing to get luckү. If we do it more than a few times, we actuallү like үou.",1,True,LABEL_0,False,LABEL_1,LABEL_0,LABEL_1,LABEL_1,2.294734961282586,0.707742166519165,-1.0838202929975786,2
12245,Really bitch really? Get on the runway and back in the kitchen #MKR2015 #MKR,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-4.085858159973985,1.405624771118164,0.8469061661591433,5
8279,It is not a good idea for the mother of small children to work outside of the house,1,True,LABEL_0,False,LABEL_1,LABEL_0,LABEL_1,LABEL_1,2.308924300989842,0.6996594548225403,1.1328289138494898,2
8201,A man should never doubt his own judgement,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_1,LABEL_0,1.7157732920242477,0.92573264837265,-1.0822643142521238,4
10114,"""hard to sympathise when rookies complain of being leered at after putting their breasts in push-up bras on display"" - ?",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.806089149746611,0.9086576938629152,-1.082223767202985,5
10507,"MENTION2214 MENTION494 MENTION480 That is why I'm against a woman president, i believe… https://t.co/Faq9ys19fm",1,True,LABEL_0,False,LABEL_1,LABEL_0,LABEL_0,LABEL_0,1.9173233990407077,0.8661490559577942,-1.0678945797182942,4
10039,a man’s place is in the home | Blogs | LifeSite https://t.co/8SFZgrl1zo,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.5462782623278457,0.9797904849052428,-1.0730639233989032,5
2295,the Hunger Games would be so much better if Katniss was a boy. He wouldn't cry all the time and actually get shit done.,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-0.2534359728575358,1.288476252555847,-1.0636636535382686,5
12555,im such a poor excuse for a girl....just got nail polish on my new pants and then messed up all my nails trying to fix it :),1,True,LABEL_1,True,LABEL_0,LABEL_0,LABEL_1,LABEL_1,2.397120019992552,0.6541783511638641,-1.0834664183297982,2
10187,ppl always discredit Mingyus height but im tall for a girl and someone who is 180cm seems rly nicely tall to me so Mingyu at like 183cm is:thumbs_up:,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.869239210437502,0.8811172127723694,-1.0834957579536684,5
13317,A husband should have the right to dispose of family property as he may please,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_1,LABEL_1,2.155253754348627,0.7623145937919616,-1.0839632163093746,3
1948,"I hate this... #nomancard RT MENTION1600: My teammates boyfriend wants to take her last name. Her, last name. 

Feminism",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,2.120736526244837,0.79151930809021,-1.0459132288852095,5
1809,"i dont know if i can watch a full length womens hockey game. also, the players having faces that i wanna do doesnt help.",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.1002761788737954,1.0499579787254334,-1.0465720361018875,5
8853,Spelman.RT MENTION2671: COLLEAGUE? :loudly_crying_face: :thumbs_down: RT MENTION4488: i will not agree to work together w/a female college again,1,True,LABEL_1,True,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.919062027511744,0.8575774073600769,-1.063771665111589,4
12745,MENTION1675 MENTION4204 Please.  two women would mean double the drama because each partner is try… https://t.co/wgppRHd5Ll,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.4215356863192703,1.017532765865326,-1.0808161264904164,5
1556,every girl has a little part of them that wants to be a princess. And every boy has a part that wants to rescue them.,1,True,LABEL_0,False,LABEL_0,LABEL_1,LABEL_0,LABEL_1,2.1964205275041104,0.7508517742156983,-1.080871472418247,3
5039,Discrimination against women in the labor force is no longer a problem in Canada.,1,True,LABEL_1,True,LABEL_0,LABEL_0,LABEL_1,LABEL_0,2.192580586469288,0.7563748359680176,-1.0824281261804836,3
3907,"""MENTION3488: a girl on the phone while driving is DEADLY!!!"" a man texting while driving is deadly",1,True,LABEL_1,True,LABEL_0,LABEL_0,LABEL_1,LABEL_0,2.1928660275415286,0.7564194083213807,-1.0828344057932815,3
4859,"I'll pass on  #ADayWithoutWomen

:two_hearts:Real women don't abandon their responsibilities:two_hearts:

:cherry_blossom: #WomenForTrump :cherry_blossom:
:red_heart::United_States:#MAGA :United_States:… https://t.co/OrVBsFaxnq",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-1.19195087939962,1.3503914833068849,-1.0838973176353002,5
785,"Ok, a woman beside me just hawked and spat in the gutter. -#unbecoming",1,True,LABEL_0,False,LABEL_1,LABEL_0,LABEL_0,LABEL_0,2.04358968772491,0.8179313540458679,-1.0837524536568064,4
11929,"Stuff that caught my attention: I'm convinced that guys and gals see humor differently, and ... http://t.co/xlmJ6TlM",1,True,LABEL_1,True,LABEL_0,LABEL_1,LABEL_1,LABEL_0,2.408175662124508,0.6509437203407288,-1.083826659856303,2
8367,Interesting point of view: a man’s place is in the home....|https://t.co/wRZn22bTGP,1,True,LABEL_1,True,LABEL_0,LABEL_0,LABEL_1,LABEL_0,2.208530382949337,0.7444652318954468,-1.07941554646607,3
12642,MENTION1053 MENTION321 yeah&they go to navy..Does it get any more butch than that?I respectfully prefer skirts anyday.,1,True,LABEL_1,True,LABEL_1,LABEL_1,LABEL_0,LABEL_0,2.2140666291207878,0.7161625266075134,-1.0838145819936735,2
282,You've got a strong grip for a girl. https://t.co/9xuILE3D3d #aquarius #cnd #banthebomb #peace #love #ageofaquarius,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.6490686559563756,0.9488705992698668,-1.069939896991881,5
3526,"(˘̯˘ ) is it your mirror? ""MENTION1970: every time I see a bathroom mirror self-portrait of a boy, I shake my head.""",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.7236030908336222,0.9182389140129088,-1.0830239160052124,5
475,Women will make more progress by being patient and not pushing too hard for change.,1,True,LABEL_1,True,LABEL_1,LABEL_0,LABEL_1,LABEL_0,2.337115741033285,0.6889141201972961,-1.0771756165173694,2
6413,"whenever I see some idiot perform a dangerous, boneheaded driving maneuver, half the time it turns out to be a woman.",1,True,LABEL_1,True,LABEL_0,LABEL_0,LABEL_1,LABEL_0,2.2692868445653662,0.7199472069740296,-1.076886999849402,3
10009,#adviceforyoungfeminists Be sure to employ double standards to excuse your bigotry. No one will notice. http://t.co/9wvQHELdhg,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-1.4057245088434076,1.3584357023239135,-1.0639765872191027,5
9285,"RT MENTION1887 the true definition of a #goddess is a good house wife & mother who also has good health,looks and physique",1,True,LABEL_0,False,LABEL_0,LABEL_1,LABEL_0,LABEL_0,2.185631078439933,0.7586198806762695,-1.0822037783371603,4
8176,.MENTION1115 Barb Sheehan NEVER says a word about being abused for 20 years.  Kills husband. Claims abuse w no proof. Walks. Fems cheer.,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-1.044612714225726,1.3418546199798584,-1.0450026200538822,5
1938,"I need a man, a man who can act, act like a leader.",1,True,LABEL_1,True,LABEL_1,LABEL_1,LABEL_0,LABEL_0,2.281006062986063,0.7074355959892273,-1.076173541943016,2
1171,"Mau main tp bingung instalnya :(RT MENTION358: RT MENTION4170: when I play Sims 3, I put my wifes bed in the kitchen:D",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,0.2903478531894022,1.2113662004470824,-1.0828257831432249,5
8463,“MENTION996: What a waste of fossil fuels to publish that tweet. MENTION3530 guys > girls” http://t.co/deRYTHNdW6,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-7.918686413574961e-05,1.2406445741653442,-1.0750858227875406,5
5000,I’m just not Rollin with dating anyone who bustin it open for the world. Sexist? Or old fashione… https://t.co/wOGJhkFRYO,1,True,LABEL_0,False,LABEL_1,LABEL_0,LABEL_0,LABEL_0,2.207649946786016,0.7515825510025025,-1.0776759107866645,4
2097,"i love equal rights, fuck grownups, i love grownups, grownups are rapists ,not all grownupsi care about MGM , LOL HIS DICK GOT CUT OFF #TweetLikeAFeminist",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-0.3390761847655561,1.290532469749451,-1.0840025986756054,5
2010,Usually the only household tasks OH is useful for are hoovering & lawn mowing. they're traditionally mens jobs anyway.,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,0.877252929394223,1.1443690538406373,-1.0837892648917014,5
9520,"RT MENTION3031 ""MENTION2932: Easy bake ovens: Teaching girls their role in life since 1963."" Im not sexist but this is hilarious!",1,True,LABEL_1,True,LABEL_0,LABEL_0,LABEL_1,LABEL_0,2.332848822646392,0.6863057732582092,-1.0841033210199646,3
10261,You are out of your mind if you truly believe she earned this scholarship because of her ability to play the sport.… https://t.co/Ejlk4IRfYm,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-2.8363839428727435,1.3935301542282104,-1.0838675310813677,5
5893,Feminists are a menace to this nation and to the world,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_1,LABEL_0,1.6244168989066374,0.95488440990448,-1.0835703864497457,4
9478,"In general, the father should have greater authority than the mother in the bringing up of children.",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,2.1389769624125665,0.7822476387023926,-1.082234554881169,5
5948,Theresa M is weak. if we had a male PM would he stand up to Trump? #TheresaMay,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.2919747004318314,1.0468462467193604,-1.0828227044352652,5
780,".MENTION3993 You won't answer, like most feminists, because the answer exposes your OPPOSITION to #equality.  You fool only yourselves...",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-2.6997327132406106,1.390073561668396,-1.081691704187714,5
3840,"Maybe she'll have cleats on. MENTION579 Call me racist, call me sexist, but every time Olivia C talks in this debate, I wanna slap her.",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-1.08222585497288,1.34182767868042,-1.0832156196506086,5
5441,"Although fighting a duel for the honor of a lady is a custom which is not practiced in the modern world, the idea behind this custom should certainly be maintained",1,True,LABEL_0,False,LABEL_0,LABEL_1,LABEL_1,LABEL_0,2.195768598001988,0.7568544745445251,-1.083884844088633,3
11036,"So I assume you won't be having children, because that is a 24/7 job. MENTION951 my wife will not have a 9-5 job.",1,True,LABEL_0,False,LABEL_1,LABEL_0,LABEL_0,LABEL_0,1.34822606218788,1.0212180137634277,-1.0833528488736457,4
147,"Ever consider they're not FOR you and no one cares? MENTION3450 I'm not sexist, but nothing bores me more than feminist novels.",1,True,LABEL_1,True,LABEL_0,LABEL_0,LABEL_0,LABEL_0,2.113161049106218,0.7904750347137451,-1.083606772989905,4
4942,"woman football commentators annoy me so much, they never shut up",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-2.048719496424224,1.3768961429595947,-1.0840795751930536,5
8599,Usually the only household tasks OH is useful for are hoovering & lawn mowing. they're mens jobs anyway.,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,0.6448583245016667,1.1852667331695557,-1.0835392235000008,5
13082,every guy should at least know a little bit about cars.,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.4273044589802144,1.017623734474182,-1.082390559479999,5
1100,MENTION563 Especially as a woman. we have better sense. Period.,1,True,LABEL_1,True,LABEL_1,LABEL_0,LABEL_0,LABEL_0,2.248473376860446,0.7288555026054382,-1.082971866118195,3
8855,"*wakes up*
Uncle: A woman became the boss of this store I go to, I did NOT sign up for this
Me: YOU ARE SEXIST
*sleeps*",1,True,LABEL_1,True,LABEL_0,LABEL_1,LABEL_1,LABEL_0,2.317475517567235,0.7012455582618713,-1.0839662287944782,2
10826,You've got a strong grip for a girl. https://t.co/9xuILE3D3d #counterculture#poetry #poetryslam #poet #PoetryCypher #PoetryInMotion,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.0791071571878117,1.1014317989349365,-1.0829313229456867,5
6230,I officially hate Softball. It's nothing like baseball. masks in the field and on their helmets. Man the hell up.,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-1.14573352707872,1.347372794151306,-1.0660931797967614,5
8191,"I'm not sexist, but why do feminists complain about everything?? If there was a cure for cancer I think they would moan! Give it a rest!",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_1,LABEL_0,1.948815004451676,0.850498640537262,-1.0814222453780795,4
8135,"Nothing should be more important for a mother than than to see that her children are well-fed, clothed properly, clean, and kept out of danger",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.7760784508904632,0.9165234088897704,-1.0811302398426317,5
7707,Call me chauvinist.UFC is barbaric--especially when it's women. Not entertaining 2 see Ronda R get savaged like that,1,True,LABEL_0,False,LABEL_1,LABEL_0,LABEL_0,LABEL_1,2.260278845241948,0.7171629786491394,-1.0704617716408655,3
9202,The unmarried mother is morally a greater failure than the unmarried father,1,True,LABEL_0,False,LABEL_1,LABEL_0,LABEL_1,LABEL_1,2.31980089283356,0.6959728956222534,-1.0843070174662253,2
1939,It is obviously more logical that a state family allowance be paid to the father than to the mother,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.2915974162609327,1.0517893075942992,-1.08425551753974,5
2203,":musical_notes:I need a man
A man who can act like a man:musical_notes:",1,True,LABEL_1,True,LABEL_0,LABEL_1,LABEL_1,LABEL_0,2.2603576049399483,0.7218543291091919,-1.0840716367740506,2
11620,"Over the past few years, the government and news media have been showing more concern about the treatment of women than is warranted by women’s actual experiences.",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.9341944016792216,0.865671694278717,-1.0781479225879855,5
4705,MENTION996 MENTION3937 typical woman sticking her nose in,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.74729146712229,0.9333530068397522,-1.083575846078046,5
4110,I'm really wondering by there are 3 chicks and 1 dude hosting ESPN's college football show. Am I right MENTION1921?,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.268382554479511,1.0522509574890138,-1.0714380032477755,5
9908,"Now I'm not sexist, but an all-female Ghostbusters 3 with no connection to the original movies is quite possibly the word idea of all time.",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.7886502299722484,0.9043176770210266,-1.083754518026425,5
3912,"So, a pedestal? MENTION1321 men and women aren't equal. I was raised to put women on a higher standard than men.",1,True,LABEL_1,True,LABEL_1,LABEL_1,LABEL_0,LABEL_0,2.358385614530889,0.6775569915771484,-1.0832643370180717,2
12032,"On average, people in our society treat husbands and wives equally.",1,True,LABEL_1,True,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.9139120958546123,0.866146445274353,-1.0838310368453938,4
8588,It’s a mother’s special responsibility to provide her children with proper religious training,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.954013808190564,0.85516756772995,-1.0837931723952614,5
13513,A preschool child is likely to suffer if his mother works,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.457608376120462,1.0114537000656127,-1.083741024052896,5
1763,Kat you're fkn ass #MKR,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-4.328288684599296,1.4069036960601806,-1.0838513190429049,5
3931,They starting to act and look like a couple of B grade hookers to me #MKR,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-0.7172576979520999,1.304008960723877,-1.083654883856824,5
11823,A real man Never hurts another person.Be very careful when you make a person cry b/c Allah counts their tears,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.1818402696650705,1.075616991519928,-1.0834143399413998,5
8230,men cooking anything but stuff on a grill is just weird.,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-2.246735416012844,1.3825617551803588,-1.0830701982057045,5
12697,"I'm sorry, call me sexist but I cannot respect a females opinion nor entertain it when it has to do with sports, even the pro analysts.",1,True,LABEL_1,True,LABEL_1,LABEL_0,LABEL_1,LABEL_0,2.3510920085642253,0.6800988197326661,-1.083327831843807,2
11355,"The missus loves #MKR if I have to watch five more minutes of these stuck up, idiotic, 2 bit hookers I'll neck myself. #goingtobed",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-0.0158923733384108,1.2410033226013184,-1.0834710171599262,5
11365,The FIRST ever Man vs Woman MMA fight is taking place this weekend in Brazil. Like for real? This should not happen #NotSexist #JustDisagree,1,True,LABEL_1,True,LABEL_1,LABEL_1,LABEL_0,LABEL_0,2.3632955397159234,0.6746341705322265,-1.0837370090339653,2
10748,MENTION3500 You seem like a nice girl. I just ask that u dig a little deeper into what feminism actually says/does vs what they claim.,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.1345634072508664,1.0930741667747497,-1.083287651805612,5
7829,MENTION2265 MENTION3353 Women have MORE legal rights than men.,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_1,LABEL_0,2.0393153385572,0.8130611658096314,-1.08373057097563,4
1500,MENTION996 I don't think women can make tough military decisions. Notice Hilary's face during the Bin L raid http://t.co/WtcwEDajEG,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,2.1289403377835106,0.7868301630020141,-1.0821867293947698,5
1341,"MENTION2714 MENTION2177 MENTION2240 
If a man marries a good woman,he will hav a happy life
as long as he is not ambitious& is quiet & obedient:smiling_face_with_smiling_eyes:",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.4431810632406037,1.0218087315559388,-1.0835934812414316,5
11475,"So, feminists will trend #FeministsAreUgly and then complain how the fact #FeministsAreUgly is trending is proof of misogyny in society.  K.",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-0.3019628157879505,1.2951099395751953,-1.0755043602818013,5
9140,RT MENTION998 In 1814 women had no rights. In 1914 women fought for rights. In 2014 women were always right. It's a new year. #notsexist,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,0.8530289450531219,1.1412893056869506,-1.0680266892457704,5
2079,"RT MENTION3516 I'm not sexist, I'd just prefer it if she was making me a sammich, instead of reading Twitter.",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_1,LABEL_0,1.948093799282508,0.846366012096405,-0.5026354851587066,4
11585,.MENTION1804 MENTION2483 The wage gap is debunked lie and RAINN says rape culture is fairy tale that distracts from stopping real rape...,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-1.7970937981866382,1.3710026264190671,-0.5155225070695715,5
11407,I really don't think she should have a commentary job. Maybe on some Equestrian bollocks or something. Not rugby.,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,-1.0297969683679216,1.3362661123275756,0.8673637876890747,5
12937,"Honestly, I just want a spouse to do spouse things..feed me clean up raise my kids and make my jimmy happy.",1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.2364048741438782,1.062043261528015,-0.5043294313458582,5
6900,"I need a man, a man who can act, act like a man. :musical_notes::musical_note:",1,True,LABEL_1,True,LABEL_0,LABEL_1,LABEL_1,LABEL_0,2.198774432772524,0.7402639389038086,-1.0813863442898115,2
3392,dumb bitches will kill us all.,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,0.2314645428684635,1.2190176963806152,-1.0797998207075843,5
10234,#womensday  Women have surely outdone men if they judge with wisdom. Bengali theater is also not an exception.… https://t.co/NCSEFiTZC1,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,1.0398311610841282,1.1185674667358398,-1.080954308462268,5
6769,“MENTION3192: I don't think women should drive. Or vote. Or be educated.  #YoHadToGamble”,1,True,LABEL_0,False,LABEL_0,LABEL_1,LABEL_0,LABEL_0,2.209114975326021,0.7522372484207154,-1.0814091432876274,4
11644,MENTION4568 Not sure I agree with you Moshai. I think if he had male bodyguards they'd stick with him to the bitter end.,1,True,LABEL_0,False,LABEL_0,LABEL_0,LABEL_0,LABEL_0,0.9796592091244746,1.1079633951187131,-1.082245559260654,5
